,Date,Open,High,Low,Close,Adj Close,Volume
0,2017-01-02,411.5,417.0,411.1499938964844,414.25,369.76458740234375,842486
1,2017-01-03,415.5,418.5,411.75,417.57501220703125,372.732421875,1437066
2,2017-01-04,417.7749938964844,430.0,416.5249938964844,428.4750061035156,382.46197509765625,4233756
3,2017-01-05,430.0,434.875,420.04998779296875,422.32501220703125,376.97247314453125,4157614
4,2017-01-06,417.5,420.1499938964844,403.375,407.20001220703125,363.4716491699219,5591598
5,2017-01-09,403.25,420.07501220703125,402.9750061035156,419.1499938964844,374.1382751464844,3839588
6,2017-01-10,421.3500061035156,422.0,417.25,418.92498779296875,373.9375,2613934
7,2017-01-11,419.75,422.25,413.375,416.625,371.88446044921875,2766112
8,2017-01-12,415.0249938964844,424.95001220703125,415.0249938964844,423.8500061035156,378.3336486816406,3290556
9,2017-01-13,425.1000061035156,428.9750061035156,419.29998779296875,425.125,379.4715881347656,4573998
10,2017-01-16,423.95001220703125,423.95001220703125,413.3999938964844,415.2749938964844,370.6794738769531,2429338
11,2017-01-17,413.5,421.75,413.5,418.875,373.8927917480469,4099262
12,2017-01-18,418.75,422.7749938964844,418.125,422.0249938964844,376.7045593261719,2168782
13,2017-01-19,422.0,425.7250061035156,418.79998779296875,422.07501220703125,376.749267578125,2112076
14,2017-01-20,420.0,422.5,416.8500061035156,419.375,374.3391418457031,2219790
15,2017-01-23,417.0,430.25,414.0,428.6499938964844,382.6181335449219,3969016
16,2017-01-24,421.0,427.0,413.45001220703125,424.3999938964844,378.8244934082031,7390624
17,2017-01-25,426.5,428.6499938964844,418.7749938964844,420.625,375.4549865722656,3855738
18,2017-01-27,422.0,424.95001220703125,420.32501220703125,422.1000061035156,376.7715148925781,2699128
19,2017-01-30,415.54998779296875,421.20001220703125,414.04998779296875,420.125,375.0086669921875,1899068
20,2017-01-31,417.625,418.6499938964844,393.54998779296875,405.57501220703125,362.0211181640625,9645094
21,2017-02-01,402.5,409.75,389.32501220703125,406.9750061035156,365.9778747558594,9033230
22,2017-02-02,407.0,417.04998779296875,405.07501220703125,413.57501220703125,371.9129638671875,3760086
23,2017-02-03,412.5,417.8500061035156,408.42498779296875,415.375,373.5317687988281,2257058
24,2017-02-06,417.5,418.25,408.29998779296875,412.04998779296875,370.5415954589844,2185076
25,2017-02-07,412.0,413.8500061035156,406.0,407.8500061035156,366.7648010253906,2605080
26,2017-02-08,409.5,409.5249938964844,402.375,404.25,363.52740478515625,2824810
27,2017-02-09,405.4750061035156,411.1499938964844,401.0249938964844,409.8500061035156,368.563232421875,3130268
28,2017-02-10,411.04998779296875,415.0,406.1499938964844,414.20001220703125,372.47503662109375,3550994
