,Date,Open,High,Low,Close,Adj Close,Volume
0,2017-01-02,852.0,873.9000244140625,842.0,870.0499877929688,858.3053588867188,949967
1,2017-01-03,870.0,889.0,859.25,884.0,872.0670776367188,1260264
2,2017-01-04,887.0999755859375,891.0,868.0,871.9000244140625,860.1304931640625,971428
3,2017-01-05,883.3499755859375,903.0,875.0499877929688,899.75,887.6044921875,1423447
4,2017-01-06,911.0,914.9000244140625,875.9000244140625,878.4500122070312,866.592041015625,4040625
5,2017-01-09,887.7999877929688,893.75,875.0999755859375,878.25,866.3946533203125,615381
6,2017-01-10,884.7000122070312,901.9500122070312,880.0499877929688,899.75,887.6044921875,1147293
7,2017-01-11,905.0,909.5,891.0,896.1500244140625,884.0530395507812,2005189
8,2017-01-12,902.5,909.9500122070312,886.0,891.2000122070312,879.169921875,737750
9,2017-01-13,893.2000122070312,905.5,888.0999755859375,900.0499877929688,887.900390625,821185
10,2017-01-16,900.0,920.0999755859375,894.4500122070312,917.7000122070312,905.3121337890625,1117504
11,2017-01-17,923.9000244140625,924.5999755859375,910.5,914.3499755859375,902.00732421875,849554
12,2017-01-18,918.7000122070312,938.0,915.0,930.3499755859375,917.7914428710938,1525144
13,2017-01-19,929.7999877929688,932.2999877929688,916.0,926.2999877929688,913.7960815429688,598997
14,2017-01-20,924.7999877929688,930.0,904.0,907.7000122070312,895.4472045898438,697857
15,2017-01-23,909.4000244140625,931.7000122070312,905.1500244140625,929.6500244140625,917.100830078125,829648
16,2017-01-24,934.9500122070312,934.9500122070312,921.0,929.75,917.199462890625,826288
17,2017-01-25,931.2000122070312,1006.0,931.2000122070312,999.8499755859375,986.3531494140625,3874946
18,2017-01-27,1000.0,1020.0,991.3499755859375,995.8499755859375,982.4071655273438,1386916
19,2017-01-30,990.0,1059.0,989.1500244140625,1054.800048828125,1040.5616455078125,4866384
20,2017-01-31,1058.9000244140625,1072.0,1030.75,1036.9000244140625,1022.9031372070312,2304584
